name,star,img,link
호텔 런더너 광안점,7.5,https://search.pstatic.net/common/?src=https://media.datahc.com/HI774590745.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ALondoner_Hotel_Gwangan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
마리안느 호텔,7.1,https://search.pstatic.net/common/?src=https://media.datahc.com/HI556321028.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AMarianne_Hotel_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
송정올라호텔,7.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI520294608.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ACarib_Hotel_Songjeong&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
엘시티 레지던스,9.1,https://search.pstatic.net/common/?src=https://media.datahc.com/HI801047970.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ALCT_Residence&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
아르반 호텔,9.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI588206361.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AArban_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
부산 아벤트리 호텔,8.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI232247697.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AAventree_Hotel_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
부산 관광호텔,7.4,https://search.pstatic.net/common/?src=https://media.datahc.com/HI521014964.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ABusan_Tourist_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
에어포트 호텔,7.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI358247686.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Airport_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
하운드 호텔 서면,7.6,https://search.pstatic.net/common/?src=https://media.datahc.com/HI595006544.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHound_Hotel_Seomyeon&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
부산 비치 관광호텔,7.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI368783014.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ABusan_Beach_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
에이치에비뉴 호텔 광안리,7.6,https://search.pstatic.net/common/?src=https://media.datahc.com/HI592529584.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AH_Avenue_Hotel_Gwangalli&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
브라운도트 송도해수욕장점,6.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI532825928.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ABrown_Dot_Songdo_Beach&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
엠에스 호텔,8.1,https://search.pstatic.net/common/?src=https://media.datahc.com/HI710736930.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AMS_Hotel_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
아몬드 호텔,8.6,https://search.pstatic.net/common/?src=https://media.datahc.com/HI229002975.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Almond_Busan_Station&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
더뮤즈호텔,9.3,https://search.pstatic.net/common/?src=https://media.datahc.com/HI736215137.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AThe_Muse_Hotel_Residence&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
하운드 호텔 남포,8.5,https://search.pstatic.net/common/?src=https://media.datahc.com/HI704982121.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_the_Hound&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
브라운도트 부산진역점,-1.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI795588383.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ABusanjin_Brown_Dot_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
에어스카이 호텔 부산,8.8,https://search.pstatic.net/common/?src=https://media.datahc.com/HI770262162.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AAir_Sky_Hotel_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
초원 호텔,7.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI533248662.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Chowon&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
브라운도트 호텔 정관점,9.6,https://search.pstatic.net/common/?src=https://media.datahc.com/HI777639249.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ABrown_Dot_Jeonggwan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
이데아 호텔 부산역,6.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI570574646.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ALe_Idea_Hotel_Busan_Station&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
부산 마론 호텔 남포,7.3,https://search.pstatic.net/common/?src=https://media.datahc.com/HI800951714.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ABusan_Maron_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
브라운도트호텔 구포점,7.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI782655304.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ABrown_Dot_Hotel_Gupo&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
파라곤 호텔,7.4,https://search.pstatic.net/common/?src=https://media.datahc.com/HI612452024.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Paragon&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
헤르몬 호텔,9.1,https://search.pstatic.net/common/?src=https://media.datahc.com/HI770200000.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHermon_Hotel_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
이스턴엠버 호텔,9.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI695892237.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AEastern_Amber_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
호텔오션뷰,7.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI788797485.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Ocean_View_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
브로시스 호텔,8.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI715841976.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ANampo_Brosis_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
잠101 호텔,8.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI776632278.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AZam_101&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
더 비에스 호텔,8.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI234314229.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AThe_BS_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
선트리 관광호텔,8.1,https://search.pstatic.net/common/?src=https://media.datahc.com/HI607060238.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ASuntree_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
소르젠떼 비지니스 호텔,8.8,https://search.pstatic.net/common/?src=https://media.datahc.com/HI738365335.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ASorgente_Business_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
투헤븐 호텔,7.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI595186933.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3A2_Heaven_Hotel_Gwangalli&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
브라운도트호텔 서면1호점,8.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI777517476.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ABrown_Dot_Seomyeon_1&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
투헤븐 호텔 송도,5.6,https://search.pstatic.net/common/?src=https://media.datahc.com/HI569533032.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_2_Heaven_Songdo&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
브라운도트 호텔 신호점,8.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI795091423.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ASinho_Brown_Dot&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
넘버25 호텔 대청점,8.4,https://search.pstatic.net/common/?src=https://media.datahc.com/HI598947721.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ANo_25_Signature_Hotel_Daecheong&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
노엘 비즈니스 호텔,8.3,https://search.pstatic.net/common/?src=https://media.datahc.com/HI317096477.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ANoel_Business_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
우드하우스 호텔,8.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI743723543.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AWood_House_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
하운드 호텔 송정해수욕장,9.4,https://search.pstatic.net/common/?src=https://media.datahc.com/HI765677762.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHound_Hotel_Songjeong_Beach&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
타워힐 호텔,8.5,https://search.pstatic.net/common/?src=https://media.datahc.com/HI571791558.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ATowerhill_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
덴바스타 포레스트호텔,8.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI779246060.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ADen_Basta_Hotel_Forest&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
프라임 관광호텔,8.5,https://search.pstatic.net/common/?src=https://media.datahc.com/HI715700448.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3APrime_Tourist_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
엔젤 호텔,7.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI269531295.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Angel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
브라운도트호텔 양정점,6.4,https://search.pstatic.net/common/?src=https://media.datahc.com/HI792529833.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ABrown_Dot_Hotel_Yangjeong&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
브라운도트 호텔 서면범천점,8.6,https://search.pstatic.net/common/?src=https://media.datahc.com/HI777490005.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ASeomyeon_Brown_dot_hotel_Gold&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
브라운도트 호텔 센텀점,6.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI557657679.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ABrowndot_Hotel_Centum&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
브라운도트 호텔 사상르네시떼,8.1,https://search.pstatic.net/common/?src=https://media.datahc.com/HI777003914.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ABrowndot_Hotel_Sasang_Renecite&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
퀸스호텔 부산 서면,8.4,https://search.pstatic.net/common/?src=https://media.datahc.com/HI598947091.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AQueens_Hotel_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
부산광안리 오션투헤븐,8.2,https://search.pstatic.net/common/?src=https://media.datahc.com/HI688234185.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AOcean_2_Heaven&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
TRT HOTEL,6.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI761530971.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ATRT_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
라메르 호텔,8.1,https://search.pstatic.net/common/?src=https://media.datahc.com/HI598947688.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ALamer_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
JB 디자인 호텔,7.5,https://search.pstatic.net/common/?src=https://media.datahc.com/HI398151009.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AJB_Design_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
광장호텔,7.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI743751879.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AGwang_Jang_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
덴바스타호텔 화명점,7.4,https://search.pstatic.net/common/?src=https://media.datahc.com/HI778892491.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ADen_Basta_Hotel_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
동부산온천호텔,7.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI601847943.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ADongbusan_Spa_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
센트럴파크 호텔 부산,8.2,https://search.pstatic.net/common/?src=https://media.datahc.com/HI604349448.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ACentral_Park_Hotel_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
베스트 루이스 해밀턴 호텔 서부산점,8.1,https://search.pstatic.net/common/?src=https://media.datahc.com/HI761530972.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ABest_Louis_Hamilton_Hotel_West_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
개리 쿠퍼,6.5,https://search.pstatic.net/common/?src=https://media.datahc.com/HI517472645.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AGary_Cooper_Motel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
콘트 호텔,8.5,https://search.pstatic.net/common/?src=https://media.datahc.com/HI619243741.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Cont&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
브라운도트호텔 미남점,7.8,https://search.pstatic.net/common/?src=https://media.datahc.com/HI752222510.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ABrown_Dot_Hotel_Minam&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
미포 오션 사이드 호텔,8.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI594460893.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AMipo_Oceanside_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true
호텔티티 구포,8.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI789571497.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_tt_Gupo&adultCnt=2&checkIn=2023-08-02&checkOut=2023-08-03&includeTax=true
엘리시아 부티크 호텔,7.1,https://search.pstatic.net/common/?src=https://media.datahc.com/HI588533547.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AElysia_Boutique_Hotel&adultCnt=2&checkIn=2023-08-02&checkOut=2023-08-03&includeTax=true
노떼 라 미아 호텔,8.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI757637472.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ANotte_La_Mia_Hotel&adultCnt=2&checkIn=2023-08-02&checkOut=2023-08-03&includeTax=true
호텔 홍단,8.6,https://search.pstatic.net/common/?src=https://media.datahc.com/HI799498238.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Hongdan&adultCnt=2&checkIn=2023-08-02&checkOut=2023-08-03&includeTax=true
소사이어티 호텔,8.2,https://search.pstatic.net/common/?src=https://media.datahc.com/HI563672780.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Society_Busan&adultCnt=2&checkIn=2023-08-03&checkOut=2023-08-04&includeTax=true
호시카게료칸 동부산,8.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI779246521.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHoshikage_Ryokan_Hotel&adultCnt=2&checkIn=2023-08-04&checkOut=2023-08-05&includeTax=true
유나 호텔,6.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI770702043.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AYuna_Hotel&adultCnt=2&checkIn=2023-08-05&checkOut=2023-08-06&includeTax=true
에이치 에비뉴 호텔 서면역점,7.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI805545918.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AH_Avenue_Hotel_Seomyeon_Station&adultCnt=2&checkIn=2023-08-05&checkOut=2023-08-06&includeTax=true
넘버25 호텔 서면1번가점,9.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI588589786.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ANo_25_Hotel_Busan_Seomyeon&adultCnt=2&checkIn=2023-08-05&checkOut=2023-08-06&includeTax=true
부산 남포동 플래티넘 호텔,7.3,https://search.pstatic.net/common/?src=https://media.datahc.com/HI570598532.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ABusan_Nampodong_Platinum_Hotel&adultCnt=2&checkIn=2023-08-05&checkOut=2023-08-06&includeTax=true
센텀프리미어호텔,8.1,https://search.pstatic.net/common/?src=https://media.datahc.com/HI506445969.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ACentum_Premier_Hotel&adultCnt=2&checkIn=2023-08-06&checkOut=2023-08-07&includeTax=true
시타딘커넥트호텔 하리 부산,8.6,https://search.pstatic.net/common/?src=https://media.datahc.com/HI786903133.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ACitadines_Connect_Hari_Busan&adultCnt=2&checkIn=2023-08-07&checkOut=2023-08-08&includeTax=true
폴에이 리조트,7.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI751778253.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3APol_A_Resort_Haeundae&adultCnt=2&checkIn=2023-08-07&checkOut=2023-08-08&includeTax=true
호텔 그레이 남포,8.8,https://search.pstatic.net/common/?src=https://media.datahc.com/HI384572963.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Gray_Nampo&adultCnt=2&checkIn=2023-08-12&checkOut=2023-08-13&includeTax=true
하운드 호텔 연산,8.6,https://search.pstatic.net/common/?src=https://media.datahc.com/HI549544599.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHound_Hotel_Yeonsan&adultCnt=2&checkIn=2023-08-12&checkOut=2023-08-13&includeTax=true
아몬드호텔,8.3,https://search.pstatic.net/common/?src=https://media.datahc.com/HI513387844.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AAlmond_Hotel&adultCnt=2&checkIn=2023-08-12&checkOut=2023-08-13&includeTax=true
넘버25 호텔 초읍점,-1.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI557657883.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3ANumber_25_Choueup&adultCnt=2&checkIn=2023-08-12&checkOut=2023-08-13&includeTax=true
한화 리조트 해운대,8.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI605641881.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHanwhaResort_Haeundae&adultCnt=2&checkIn=2023-08-20&checkOut=2023-08-21&includeTax=true
호텔더그랑 광안,7.5,https://search.pstatic.net/common/?src=https://media.datahc.com/HI682543238.jpg&type=f320_240_hotel,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_The_Grang_Gwangan&adultCnt=2&checkIn=2023-08-26&checkOut=2023-08-27&includeTax=true
